month,year,month_number,start_date,end_date,bank_name,no_atms_on_site,no_atms_off_site,no_pos_on_line,no_pos_off_line,no_credit_cards,no_credit_card_atm_txn,no_credit_card_pos_txn,no_credit_card_atm_txn_value_in_mn,no_credit_card_pos_txn_value_in_mn,no_debit_cards,no_debit_card_atm_txn,no_debit_card_pos_txn,no_debit_card_atm_txn_value_in_mn,no_debit_card_pos_txn_value_in_mn
January,2019,1,1/1/2019,1/31/2019,BANDHAN BANK LTD,481,0,25581,0,0,0,0,0,0,2717982,2020357,758925,7335.316863,1149.693614
January,2019,1,1/1/2019,1/31/2019,CATHOLIC SYRIAN BANK LTD,226,45,0,0,0,0,0,0,0,1331296,639568,210528,2020.272642,334.6103267
January,2019,1,1/1/2019,1/31/2019,CITY UNION BANK,963,698,10039,0,6464,571,21980,2.22663805,56.44051338,1747863,2362264,870581,10383.87962,1121.222789
January,2019,1,1/1/2019,1/31/2019,DCB BANK LTD,285,218,5047,0,75034,23030,135466,106.831573,151.915679,518789,530016,367022,2529.500598,662.973209
January,2019,1,1/1/2019,1/31/2019,DHANALAKSHMI BANK LTD,207,139,1147,0,6430,84,15435,0.2956,30.28975,402871,688590,221794,1604.29395,321.455237
January,2019,1,1/1/2019,1/31/2019,FEDERAL BANK LTD,1178,488,9734,0,0,0,0,0,0,5374885,7773298,4292551,38822.93419,6002.990378
January,2019,1,1/1/2019,1/31/2019,HDFC BANK LTD,5982,7089,462418,0,12360786,183928,43027816,1022.324502,153369.3084,26278071,36736004,46661439,185292.6053,68081.33974
January,2019,1,1/1/2019,1/31/2019,ICICI BANK LTD,5292,9776,377301,0,6256007,49900,21993487,171.303043,60400.77479,45143606,34186107,39264708,171956.4862,55393.34002
January,2019,1,1/1/2019,1/31/2019,IDFC Bank Limited,107,5,1739,0,0,0,0,0,0,1390527,2117398,1112596,6872.725553,952.667059
January,2019,1,1/1/2019,1/31/2019,INDUSIND BANK LTD,1060,1409,90769,0,1011004,19645,3310561,95.70552589,23235.80555,4685616,3720270,2729042,16452.87634,4208.174
January,2019,1,1/1/2019,1/31/2019,JAMMU AND KASHMIR BANK,725,552,16805,0,136934,8462,239868,28.17178913,928.2508041,3706482,5552394,844443,24826.97531,1990.190932
January,2019,1,1/1/2019,1/31/2019,KARNATAKA BANK LTD,716,830,13473,0,0,0,0,0,0,4922432,4712721,2778149,18057.27775,3125.538191
January,2019,1,1/1/2019,1/31/2019,KARUR VYSYA BANK LTD,727,918,21835,0,37,7,20,0.0008,0.0349941,3141881,5490761,2044464,23540.65445,2665.848713
January,2019,1,1/1/2019,1/31/2019,KOTAK MAHINDRA BANK LTD,1162,1136,22334,0,1922952,49926,5391008,196.0389048,14781.39338,12149344,8642345,9600209,33679.55499,12396.55285
January,2019,1,1/1/2019,1/31/2019,RATNAKAR BANK LIMITED,210,182,690689,0,1523025,74816,4400454,288.5066465,15809.17078,968058,787410,556379,2718.398301,656.5501247
January,2019,1,1/1/2019,1/31/2019,SOUTH INDIAN BANK,729,602,11102,0,0,0,0,0,0,4424388,2954716,1857188,11381.52879,2485.517444
January,2019,1,1/1/2019,1/31/2019,TAMILNAD MERCANTILE BANK LTD,472,680,4716,0,17935,2453,45819,10.34588905,166.4808724,1302869,4681498,516238,18806.3148,768.7936251
January,2019,1,1/1/2019,1/31/2019,THE LAXMI VILAS BANK LTD,445,602,5408,0,0,0,0,0,0,1369916,909432,270548,4016.1,449.186
January,2019,1,1/1/2019,1/31/2019,YES BANK LTD,954,459,117499,0,452320,6638,1467473,27.57547516,4098.568596,2349645,3233490,3182038,14287.07414,4657.491299
January,2019,1,1/1/2019,1/31/2019,AMERICAN EXPRESS,0,0,42360,0,1400685,3334,6843717,23.2363,47548.62629,0,0,0,0,0
January,2019,1,1/1/2019,1/31/2019,BANK OF AMERICA,0,0,0,0,21851,131,55289,1.21546126,362.4058923,0,0,0,0,0
January,2019,1,1/1/2019,1/31/2019,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,2772,100,119,0.68067312,1.09747365
January,2019,1,1/1/2019,1/31/2019,CITI BANK,47,484,34146,0,2707933,38359,20900249,219.704467,46073.5779,1616476,2072199,5421836,8254.881168,9815.328204
January,2019,1,1/1/2019,1/31/2019,DBS BANK,7,27,0,0,0,0,0,0,0,2593174,971189,1429429,1939.360846,976.391657
January,2019,1,1/1/2019,1/31/2019,DEUTSCHE BANK LTD,13,18,0,0,0,0,0,0,0,122349,113553,212849,534.446589,330.927397
January,2019,1,1/1/2019,1/31/2019,HONGKONG AND SHANGHAI BKG CORPN,45,43,0,0,704468,4748,2026791,33.36504,6010.253511,431245,300136,638251,1462.88183,1109.435237
January,2019,1,1/1/2019,1/31/2019,STANDARD CHARTERED BANK LTD,100,138,0,0,1353672,5779,4675646,31.716744,11116.38254,1021713,1941743,3023023,6273.675572,3301.779657
January,2019,1,1/1/2019,1/31/2019,ADITYA BIRLA IDEA PAYMENTS BANK,0,0,0,0,0,0,0,0,0,4423,0,5008,0,9.49507045
January,2019,1,1/1/2019,1/31/2019,AIRTEL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,2639545,0,813360,0,573.2246428
January,2019,1,1/1/2019,1/31/2019,FINO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,349073,141023,64275,407.708883,51.44548761
January,2019,1,1/1/2019,1/31/2019,INDIA POST PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
January,2019,1,1/1/2019,1/31/2019,JIO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
January,2019,1,1/1/2019,1/31/2019,NSDL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,16,0,41,0,0.0391688
January,2019,1,1/1/2019,1/31/2019,PAYTM PAYMENTS BANK,1,0,0,0,0,0,0,0,0,42308287,1108899,2805676,2848.69148,1712.909964
January,2019,1,1/1/2019,1/31/2019,AU SMALL FINANCE BANK LIMITED,290,214,0,0,0,0,0,0,0,815627,560843,261520,2983.583873,428.7051919
January,2019,1,1/1/2019,1/31/2019,CAPITAL SMALL FINANCE BANK LIMITED,123,2,0,0,0,0,0,0,0,87837,95860,35451,304.497584,59.28807822
January,2019,1,1/1/2019,1/31/2019,FINCARE SMALL FINANCE BANK LIMITED,60,0,0,0,0,0,0,0,0,1046701,360099,12027,1903,8.98
January,2019,1,1/1/2019,1/31/2019,EQUITAS SMALL FINANCE BANK LIMITED,320,1,0,0,0,0,0,0,0,500794,958807,136701,3073.8578,232.211198
January,2019,1,1/1/2019,1/31/2019,ESAF SMALL FINANCE BANK LIMITED,116,2,0,0,0,0,0,0,0,2996314,657104,51988,3604.4,57
January,2019,1,1/1/2019,1/31/2019,JANA SMALL FINANCE BANK LIMITED,118,2,0,0,0,0,0,0,0,37269,72290,19728,200.7344,16.86220026
January,2019,1,1/1/2019,1/31/2019,NORTH EAST SMALL FINANCE BANK LIMITED,0,0,0,0,0,0,0,0,0,37816,2386,551,8.254465,2.06908284
January,2019,1,1/1/2019,1/31/2019,SURYODAY SMALL FINANCE BANK LIMITED,24,1,0,0,0,0,0,0,0,12278,32870,6855,59.96,8.53850732
January,2019,1,1/1/2019,1/31/2019,UJJIVAN SMALL FINANCE BANK LIMITED,377,3,0,0,NA,0,0,0,0,2311664,2120426,219364,8160.8912,189.2378272
January,2019,1,1/1/2019,1/31/2019,UTKARSH SMALL FINANCE BANK LIMITED,79,36,0,0,0,0,0,0,0,134927,118332,14384,400.048,19.22586132
February,2019,2,2/1/2019,2/28/2019,ALLAHABAD BANK,631,200,3176,0,0,0,0,0,0,6049046,8736133,2893368,20881.7249,2870.783843
February,2019,2,2/1/2019,2/28/2019,ANDHRA BANK,3025,773,15895,0,297282,14808,523048,74.01748473,1288.075572,28048189,9846798,5858733,32749.0225,7162.4
February,2019,2,2/1/2019,2/28/2019,BANK OF BARODA,6430,3247,51960,0,216885,8515,526791,32.4381,1156.378356,59918420,19719888,10904078,84197.03604,12860.36737
February,2019,2,2/1/2019,2/28/2019,BANK OF INDIA,2596,3558,64884,0,184049,22048,287734,122.5360894,716.9565967,59139931,34343155,8217880,63170.71925,8315.93523
February,2019,2,2/1/2019,2/28/2019,BANK OF MAHARASHTRA,1314,556,3105,0,0,0,0,0,0,5085031,6772706,3983391,24071.33736,2867.230991
February,2019,2,2/1/2019,2/28/2019,CANARA BANK,4769,4107,20800,0,356237,42990,588560,222.7973819,1196.048805,36820396,20462769,10170485,86751.67192,12766.82174
February,2019,2,2/1/2019,2/28/2019,CENTRAL BANK OF INDIA,3081,1086,3379,0,93220,2187,142782,9.47301063,313.7256594,18976200,10239076,5238091,41314.88366,6080.255055
February,2019,2,2/1/2019,2/28/2019,CORPORATION BANK,2359,658,161588,0,110149,1826,135947,8.75050615,323.0485815,13024108,6659907,3533072,27109.53744,4114.450713
February,2019,2,2/1/2019,2/28/2019,DENA BANK,1221,292,5342,0,0,0,0,0,0,5401680,2967788,1680293,7705.1321,2153.922527
February,2019,2,2/1/2019,2/28/2019,INDIAN BANK,3135,740,10591,0,87102,2656,123776,15.2,264.4,18579046,34072269,6063928,60591.8,6508.2
February,2019,2,2/1/2019,2/28/2019,INDIAN OVERSEAS BANK,2946,511,19750,0,57753,851,82894,3.24881,162.038644,16279422,12500117,4249000,51104.0983,5590.111994
February,2019,2,2/1/2019,2/28/2019,ORIENTAL BANK OF COMMERCE,2342,283,8408,0,0,0,0,0,0,11067454,5097189,3172071,22382,3702.7
February,2019,2,2/1/2019,2/28/2019,PUNJAB AND SIND BANK,1154,48,1066,0,0,0,0,0,0,2025337,1249067,327481,5210.236409,558.2599512
February,2019,2,2/1/2019,2/28/2019,PUNJAB NATIONAL BANK,5332,3919,63465,0,333089,7410,558175,33.49457918,1180.249707,72673656,21710308,11828088,97235.30545,15911.99131
February,2019,2,2/1/2019,2/28/2019,SYNDICATE BANK,4096,404,7633,0,45866,2516,149408,10.66858028,342.5227521,7707066,8726239,4575416,34835.12414,5141.164181
February,2019,2,2/1/2019,2/28/2019,UCO BANK,2149,377,4622,0,0,0,0,0,0,6587667,5544454,2799480,21743.46938,3432.039964
February,2019,2,2/1/2019,2/28/2019,UNION BANK OF INDIA,3831,2748,50692,0,46567,3612,192100,18.26442684,485.5430383,16180686,27121255,4217910,76017.02456,5865.98104
February,2019,2,2/1/2019,2/28/2019,UNITED BANK OF INDIA,1028,1049,5061,0,7431,223,7046,0.9133,15.17609847,8001693,6632823,1772468,24769.06814,2230.612566
February,2019,2,2/1/2019,2/28/2019,VIJAYA BANK,1686,478,7586,0,64797,12470,117462,57.93802237,329.2300079,5465550,5907789,2303340,19708.59149,3057.647334
February,2019,2,2/1/2019,2/28/2019,IDBI LTD,2202,1503,33058,0,32653,966,116584,5.036773,278.414541,12066447,8946831,5429599,39164.62549,7082.597073
February,2019,2,2/1/2019,2/28/2019,STATE BANK OF INDIA,25560,32816,579508,0,7998808,135768,22340028,522.003167,85603.31944,326078311,401232064,98839407,998075.516,133178.9564
February,2019,2,2/1/2019,2/28/2019,AXIS BANK LTD,2033,10257,506161,0,5713303,89773,13573383,387.382857,47298.78868,23862171,26967163,25041308,135411.4741,36671.1598
February,2019,2,2/1/2019,2/28/2019,BANDHAN BANK LTD,481,0,26045,0,0,0,0,0,0,2789018,1939588,795328,7188.655518,1107.277394
February,2019,2,2/1/2019,2/28/2019,CATHOLIC SYRIAN BANK LTD,228,46,0,0,0,0,0,0,0,1345486,578900,198944,1890.330465,285.4970629
February,2019,2,2/1/2019,2/28/2019,CITY UNION BANK,969,679,10146,0,6580,548,19270,2.02587169,52.71760846,1773176,2321948,775969,10422.28109,975.2971749
February,2019,2,2/1/2019,2/28/2019,DCB BANK LTD,285,219,5191,0,79988,22898,135915,102.212525,147.536966,520071,524855,344508,2501.726495,625.428101
February,2019,2,2/1/2019,2/28/2019,DHANALAKSHMI BANK LTD,208,138,1162,0,6499,106,14776,0.391382,28.294418,414479,543745,218419,1658.0399,290.886785
February,2019,2,2/1/2019,2/28/2019,FEDERAL BANK LTD,1179,489,9716,0,0,0,0,0,0,5480333,7455366,4050566,36918.02504,5309.7837
February,2019,2,2/1/2019,2/28/2019,HDFC BANK LTD,5989,7043,471641,0,12489925,173007,38045263,999.704778,134686.4611,26658610,34783795,42658714,178057.862,58880.57902
February,2019,2,2/1/2019,2/28/2019,ICICI BANK LTD,5250,9711,384901,0,6428389,45973,19811181,160.270734,54170.41722,45283613,32065512,36192841,163380.8805,50315.25017
February,2019,2,2/1/2019,2/28/2019,IDFC Bank Limited,107,6,1789,0,0,0,0,0,0,1429815,2113952,1251968,7225.959801,1128.932522
February,2019,2,2/1/2019,2/28/2019,INDUSIND BANK LTD,1075,1416,86765,0,1033193,17414,2972773,86.94366869,21880.41886,4742917,3563484,2487995,16077.08367,3791.449
February,2019,2,2/1/2019,2/28/2019,JAMMU AND KASHMIR BANK,728,557,17070,0,137750,8186,194113,27.51642761,764.5092738,3767846,5036588,828070,23544.59553,2195.759893
February,2019,2,2/1/2019,2/28/2019,KARNATAKA BANK LTD,743,807,13374,0,0,0,0,0,0,4978646,4521877,2597761,17493.86499,2921.531903
February,2019,2,2/1/2019,2/28/2019,KARUR VYSYA BANK LTD,729,918,21895,0,320,0,91,0,0.15856938,3269866,5429936,1851256,23545.93261,2356.442464
February,2019,2,2/1/2019,2/28/2019,KOTAK MAHINDRA BANK LTD,1172,1135,23529,0,1960630,45990,4833713,183.1989461,13251.21694,12117303,8127961,9035376,32237.35046,11332.48107
February,2019,2,2/1/2019,2/28/2019,RATNAKAR BANK LIMITED,212,181,720721,0,1608371,72563,4133834,283.9320246,14193.87776,956795,733867,509053,2529.4308,609.658964
February,2019,2,2/1/2019,2/28/2019,SOUTH INDIAN BANK,728,599,11354,0,0,0,0,0,0,4400704,2844626,1763702,10845.14245,2226.556437
February,2019,2,2/1/2019,2/28/2019,TAMILNAD MERCANTILE BANK LTD,472,680,4663,0,18253,2386,41790,10.1554,155.0472637,1352578,4474609,489313,18269.1146,705.9673088
February,2019,2,2/1/2019,2/28/2019,THE LAXMI VILAS BANK LTD,448,600,5399,0,0,0,0,0,0,1372534,887866,172958,3991.5,276.583
February,2019,2,2/1/2019,2/28/2019,YES BANK LTD,901,459,112603,0,478305,6699,1378491,29.45630687,3613.386029,2394449,3069978,2937167,13443.92145,4206.958981
February,2019,2,2/1/2019,2/28/2019,AMERICAN EXPRESS,0,0,42744,0,1430962,3182,6316008,22.6041,44819.64577,0,0,0,0,0
February,2019,2,2/1/2019,2/28/2019,BANK OF AMERICA,0,0,0,0,22349,139,60063,1.59745482,552.5160343,0,0,0,0,0
February,2019,2,2/1/2019,2/28/2019,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,2729,91,138,0.62090123,0.4639495
February,2019,2,2/1/2019,2/28/2019,CITI BANK,47,483,34485,0,2709986,35217,17936326,204.837192,40499.49299,1615706,1952663,4973855,7870.026696,8761.315163
February,2019,2,2/1/2019,2/28/2019,DBS BANK,7,27,0,0,0,0,0,0,0,2650262,942355,1338983,1893.093214,922.697417
February,2019,2,2/1/2019,2/28/2019,DEUTSCHE BANK LTD,13,18,0,0,0,0,0,0,0,123540,104837,189502,496.742024,289.983146
February,2019,2,2/1/2019,2/28/2019,HONGKONG AND SHANGHAI BKG CORPN,45,43,0,0,719754,4345,1856281,30.664511,5561.067352,444949,324442,657099,7605.330898,1259.484304
February,2019,2,2/1/2019,2/28/2019,STANDARD CHARTERED BANK LTD,100,130,0,0,1285186,5327,4120573,30.76616,9630.894687,950079,1809144,2796424,5916.191228,2979.559293
February,2019,2,2/1/2019,2/28/2019,ADITYA BIRLA IDEA PAYMENTS BANK,0,0,0,0,0,0,0,0,0,4661,0,3075,0,5.80121549
February,2019,2,2/1/2019,2/28/2019,AIRTEL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,2793163,0,819088,0,522.7648254
February,2019,2,2/1/2019,2/28/2019,FINO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,387170,159668,70421,488.4679845,57.98938003
February,2019,2,2/1/2019,2/28/2019,INDIA POST PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,2019,2,2/1/2019,2/28/2019,JIO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,2019,2,2/1/2019,2/28/2019,NSDL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,21,1,65,0.0005,0.0211867
February,2019,2,2/1/2019,2/28/2019,PAYTM PAYMENTS BANK,1,0,3928,0,0,0,0,0,0,43079398,1240414,2623012,3381.007348,1533.694799
February,2019,2,2/1/2019,2/28/2019,AU SMALL FINANCE BANK LIMITED,290,240,0,0,0,0,0,0,0,849129,563875,248631,2969.571628,405.9850476
February,2019,2,2/1/2019,2/28/2019,CAPITAL SMALL FINANCE BANK LIMITED,125,0,0,0,0,0,0,0,0,91181,93179,35829,295.148482,56.5643495
February,2019,2,2/1/2019,2/28/2019,FINCARE SMALL FINANCE BANK LIMITED,68,0,0,0,0,0,0,0,0,1135349,503826,11869,2817.56,9.23
February,2019,2,2/1/2019,2/28/2019,EQUITAS SMALL FINANCE BANK LIMITED,320,2,0,0,0,0,0,0,0,512806,836018,118720,2704.4433,234.8541115
February,2019,2,2/1/2019,2/28/2019,ESAF SMALL FINANCE BANK LIMITED,121,2,0,0,0,0,0,0,0,3058203,629051,51898,3736.3,39
February,2019,2,2/1/2019,2/28/2019,JANA SMALL FINANCE BANK LIMITED,118,2,0,0,0,0,0,0,0,40620,76852,21553,216.598001,17.87366517
February,2019,2,2/1/2019,2/28/2019,NORTH EAST SMALL FINANCE BANK LIMITED,0,0,0,0,0,0,0,0,0,44554,4102,993,14.07355,3.34602895
February,2019,2,2/1/2019,2/28/2019,SURYODAY SMALL FINANCE BANK LIMITED,24,1,0,0,0,0,0,0,0,13465,28267,6585,53.1276,7.52507118
February,2019,2,2/1/2019,2/28/2019,UJJIVAN SMALL FINANCE BANK LIMITED,379,3,0,0,0,0,0,0,0,2510357,2064077,219334,8154.9245,185.1368513
February,2019,2,2/1/2019,2/28/2019,UTKARSH SMALL FINANCE BANK LIMITED,80,36,0,0,0,0,0,0,0,152846,108119,35841,273.015593,129.8206029
March,2019,3,3/1/2019,3/31/2019,ALLAHABAD BANK,636,200,2995,0,0,0,0,0,0,6086159,9865903,3498812,22955.0675,3346.975763
March,2019,3,3/1/2019,3/31/2019,ANDHRA BANK,3027,771,13571,0,301234,15055,596804,75.79321829,1440.183483,28429716,10886763,7047936,35901.63544,8547.320888
March,2019,3,3/1/2019,3/31/2019,BANK OF BARODA,6329,3243,63250,0,231277,9723,652002,39.13173095,1391.325761,60757947,21380280,12629611,90562.79596,14164.85974
March,2019,3,3/1/2019,3/31/2019,BANK OF INDIA,2615,3539,65372,0,184276,22372,326507,126.4576648,804.5157502,59717057,41902267,10437370,72364.78136,10093.19242
March,2019,3,3/1/2019,3/31/2019,BANK OF MAHARASHTRA,1306,552,3105,0,0,0,0,0,0,5294791,7781056,2697764,27986.75813,3369.457453
March,2019,3,3/1/2019,3/31/2019,CANARA BANK,4756,4095,21363,0,369339,53649,754684,282.1127861,1548.391045,28147061,23472287,11785676,98802.8805,14515.93284
March,2019,3,3/1/2019,3/31/2019,CENTRAL BANK OF INDIA,2958,1008,3388,0,92838,2250,162510,10.05498085,363.1600159,19562798,11720606,5746795,47398.40369,6862.106908
March,2019,3,3/1/2019,3/31/2019,CORPORATION BANK,2365,650,220683,0,110594,2131,154683,10.6208455,370.9325683,7874230,7449738,4138161,30008.11777,4765.811647
March,2019,3,3/1/2019,3/31/2019,DENA BANK,1225,288,5256,0,0,0,0,0,0,5458969,3182529,2058351,8425.8452,2518.435565
March,2019,3,3/1/2019,3/31/2019,INDIAN BANK,3191,701,10988,0,87320,2903,144314,16.3,322.5,14240397,38591358,7509188,68160,7870.7
March,2019,3,3/1/2019,3/31/2019,INDIAN OVERSEAS BANK,2966,484,19750,0,58033,917,95288,3.447489,184.708585,16469618,14361737,4761900,58665.2482,6220.905497
March,2019,3,3/1/2019,3/31/2019,ORIENTAL BANK OF COMMERCE,2341,284,8657,0,0,0,0,0,0,11179350,5771122,3761742,24923.8,4194.6
March,2019,3,3/1/2019,3/31/2019,PUNJAB AND SIND BANK,1153,48,1066,0,0,0,0,0,0,2113514,1467982,412563,6022.093021,679.2025639
March,2019,3,3/1/2019,3/31/2019,PUNJAB NATIONAL BANK,5318,3937,64865,0,334113,8116,647511,36.57314349,1360.653883,73613373,25135836,14964814,111309.907,18820.18056
March,2019,3,3/1/2019,3/31/2019,SYNDICATE BANK,4104,405,8453,0,45722,3018,173522,12.50759063,395.2506557,7998027,9925997,5565433,39036.53173,6103.628385
March,2019,3,3/1/2019,3/31/2019,UCO BANK,2030,328,4601,0,0,0,0,0,0,6728826,6099403,3357992,23569.98632,3865.154017
March,2019,3,3/1/2019,3/31/2019,UNION BANK OF INDIA,3864,2786,50905,0,46459,4074,215859,20.40547591,560.0591101,16603141,29827803,4871284,81862.98282,6659.022994
March,2019,3,3/1/2019,3/31/2019,UNITED BANK OF INDIA,993,1024,5287,0,7505,283,8363,1.1985,17.99122395,8152805,8080291,2323794,29098.97657,2743.272943
March,2019,3,3/1/2019,3/31/2019,VIJAYA BANK,1687,476,7515,0,64116,13015,139089,62.3106708,366.0454965,5517977,6582201,2714923,21931.61883,3604.677617
March,2019,3,3/1/2019,3/31/2019,IDBI LTD,2203,1497,35148,0,33034,835,127452,4.54843927,309.8158991,12201426,10005549,6426278,43780.32151,8207.27442
March,2019,3,3/1/2019,3/31/2019,STATE BANK OF INDIA,25555,32860,575358,0,8271446,154499,26511681,595.231684,94264.16353,316263253,417169584,117614529,1090231.999,152455.4322
March,2019,3,3/1/2019,3/31/2019,AXIS BANK LTD,2006,9795,507409,0,5959857,102326,15508823,442.153765,62124.72147,24510625,30384309,28928098,152110.1142,41014.86574
March,2019,3,3/1/2019,3/31/2019,BANDHAN BANK LTD,481,0,26443,0,0,0,0,0,0,2860124,2235090,881592,8406.956692,1309.235366
March,2019,3,3/1/2019,3/31/2019,CATHOLIC SYRIAN BANK LTD,231,46,0,0,0,0,0,0,0,1350972,598171,236887,1958.571741,311.7931516
March,2019,3,3/1/2019,3/31/2019,CITY UNION BANK,999,686,10133,0,6701,540,22008,2.2054,60.15575999,1799807,2636394,902963,11872.85148,1144.322085
March,2019,3,3/1/2019,3/31/2019,DCB BANK LTD,285,219,5400,0,85477,22977,155821,112.480495,193.029274,516725,558313,401245,2825.954698,722.025962
March,2019,3,3/1/2019,3/31/2019,DHANALAKSHMI BANK LTD,208,138,1192,0,6613,83,15584,0.3165,31.247653,417319,588978,258861,1872.59,353.648048
March,2019,3,3/1/2019,3/31/2019,FEDERAL BANK LTD,1179,490,7754,0,0,0,0,0,0,5591695,8443260,4826255,42159.61948,6295.479586
March,2019,3,3/1/2019,3/31/2019,HDFC BANK LTD,6036,7124,490180,0,12486918,190903,43869321,1104.071645,161072.8366,26997235,39437806,49727712,201946.8407,70639.15297
March,2019,3,3/1/2019,3/31/2019,ICICI BANK LTD,5237,9750,391625,0,6645716,52688,22836023,185.519849,62152.5686,44787752,35862767,41971028,183292.0452,59136.92547
March,2019,3,3/1/2019,3/31/2019,IDFC Bank Limited,107,6,1803,0,0,0,0,0,0,1463355,2391005,1488620,8486.939594,1381.943908
March,2019,3,3/1/2019,3/31/2019,INDUSIND BANK LTD,1084,1461,91910,0,1062264,19799,3425617,99.54155496,32795.12281,4804527,3859084,2906935,17696.25531,4441.3
March,2019,3,3/1/2019,3/31/2019,JAMMU AND KASHMIR BANK,731,560,16460,0,139657,9448,227561,31.09158514,970.3734464,3833151,6425261,1040833,28754.89097,2840.252787
March,2019,3,3/1/2019,3/31/2019,KARNATAKA BANK LTD,734,806,12816,0,0,0,0,0,0,5046808,5172841,3122365,19710.72128,3537.914637
March,2019,3,3/1/2019,3/31/2019,KARUR VYSYA BANK LTD,729,916,21959,0,1118,11,381,0.062,3.67362198,3366307,6191412,2166889,26824.25063,2736.62899
March,2019,3,3/1/2019,3/31/2019,KOTAK MAHINDRA BANK LTD,1184,1168,24449,0,2002733,51268,5606381,205.507072,16323.78672,12397308,9198037,10526029,36424.11423,13260.92583
March,2019,3,3/1/2019,3/31/2019,RATNAKAR BANK LIMITED,208,133,692766,0,1715101,57722,4753154,140.3228356,16417.22967,698462,800916,600628,2837.242637,718.9912685
March,2019,3,3/1/2019,3/31/2019,SOUTH INDIAN BANK,795,608,11603,0,0,0,0,0,0,4417223,3225423,2061568,12483.61356,2645.927877
March,2019,3,3/1/2019,3/31/2019,TAMILNAD MERCANTILE BANK LTD,472,680,4668,0,18465,2805,49761,11.80075006,182.3267763,1401414,5093514,614578,20755.0294,882.6304053
March,2019,3,3/1/2019,3/31/2019,THE LAXMI VILAS BANK LTD,448,600,5344,0,0,0,0,0,0,1377893,988955,292431,4563.3,458.624
March,2019,3,3/1/2019,3/31/2019,YES BANK LTD,840,460,117148,0,499505,7420,1577676,31.07282423,4475.366402,2442334,3388762,3394957,14887.25522,4879.671366
March,2019,3,3/1/2019,3/31/2019,AMERICAN EXPRESS,0,0,43253,0,1461191,3420,7107909,24.7655,52646.4544,0,0,0,0,0
March,2019,3,3/1/2019,3/31/2019,BANK OF AMERICA,0,0,0,0,23038,168,61715,1.56704416,460.5393667,0,0,0,0,0
March,2019,3,3/1/2019,3/31/2019,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,2709,148,161,1.07962293,0.43109374
March,2019,3,3/1/2019,3/31/2019,CITI BANK,47,484,34744,0,2710776,38037,19820864,227.789553,45025.47981,1618281,2234202,6239556,9120.012884,11483.67901
March,2019,3,3/1/2019,3/31/2019,DBS BANK,16,27,0,0,0,0,0,0,0,2598413,1064801,1570221,2144.080292,1104.525798
March,2019,3,3/1/2019,3/31/2019,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,127458,119439,224171,573.579149,347.844376
March,2019,3,3/1/2019,3/31/2019,HONGKONG AND SHANGHAI BKG CORPN,45,43,0,0,735385,4880,2159974,34.775477,7191.822451,449293,373746,476888,7996.9583,1426.720757
March,2019,3,3/1/2019,3/31/2019,STANDARD CHARTERED BANK LTD,100,120,0,0,1290826,5402,4502576,31.545142,10811.69929,985202,2053349,3212120,6866.319744,3533.473664
March,2019,3,3/1/2019,3/31/2019,ADITYA BIRLA IDEA PAYMENTS BANK,0,0,0,0,0,0,0,0,0,4781,0,1949,0,2.61184194
March,2019,3,3/1/2019,3/31/2019,AIRTEL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,2975319,0,918166,0,567.2033655
March,2019,3,3/1/2019,3/31/2019,FINO PAYMENTS BANK,0,0,264,0,0,0,0,0,0,426275,206786,99637,630.426793,77.61467764
March,2019,3,3/1/2019,3/31/2019,INDIA POST PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,2019,3,3/1/2019,3/31/2019,JIO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,2019,3,3/1/2019,3/31/2019,NSDL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,85,17,98,0.0125,0.03689241
March,2019,3,3/1/2019,3/31/2019,PAYTM PAYMENTS BANK,2,0,11330,0,0,0,0,0,0,44089844,1585345,3204566,4424.984511,1881.402913
March,2019,3,3/1/2019,3/31/2019,AU SMALL FINANCE BANK LIMITED,290,253,0,0,0,0,0,0,0,885141,615471,304272,3372.15237,460.1123647
March,2019,3,3/1/2019,3/31/2019,CAPITAL SMALL FINANCE BANK LIMITED,128,1,0,0,0,0,0,0,0,94273,107125,43390,357.242511,67.58437421
